,Cage,MOUSE_ID,SEX,%P/%C/%F,Diet,ENERGY_DENSITY,Date_of_Arrival,Date_of_Death/collection,Mode_of_death,status 1=dead; 2=alive,age at death (w),Arrival.wave,%P,Dry weight food eaten (g/mouse/cage/d),Cellulose intake (g/d),P eaten (kJ/mse/cage/d),C eaten (kJ/mse/cage/d),F eaten (kJ/mse/cage/d),Energy intake (kJ/mse/cage/d),Arrival wave,Energy density
483,253,3,F,42/29/29,SF09-068,MED,27-May-10,2013-01-10,fd,1,140,Third,42,,,,,,,,
484,254,1,M,42/29/29,SF09-068,MED,27-May-10,2012-08-22,fd,1,120,Third,42,2.71,0.76,14.33,9.88,9.88,34.09,Third,2.0
485,254,3,M,42/29/29,SF09-068,MED,27-May-10,2012-08-22,fd,1,120,Third,42,2.71,0.76,14.33,9.88,9.88,34.09,Third,2.0
486,255,1,M,23/38/38,SF09-071,MED,27-May-10,2012-10-30,fd,1,130,Third,23,,,,,,,,
487,255,2,M,23/38/38,SF09-071,MED,27-May-10,2012-08-06,fd,1,118,Third,23,,,,,,,,
488,256,1,F,23/38/38,SF09-071,MED,27-May-10,2013-01-12,fd,1,140,Third,23,2.5,0.82,7.23,11.92,11.92,31.06,Third,2.0
489,256,3,F,23/38/38,SF09-071,MED,27-May-10,12-Jun-12,fd,1,110,Third,23,2.5,0.82,7.23,11.92,11.92,31.06,Third,2.0
490,257,1,M,60/20/20,SF09-045,HIGH,27-May-10,14-Jun-10,fd,1,6,Third,60,,,,,,,,
491,257,2,M,60/20/20,SF09-045,HIGH,27-May-10,2012-08-22,fd,1,120,Third,60,,,,,,,,
492,257,3,M,60/20/20,SF09-045,HIGH,27-May-10,2012-10-08,fd,1,127,Third,60,,,,,,,,
493,258,1,F,60/20/20,SF09-045,HIGH,27-May-10,26-Dec-11,fd,1,86,Third,60,1.81,0.0,18.24,6.07,6.07,30.38,Third,3.0
494,258,3,F,60/20/20,SF09-045,HIGH,27-May-10,06-Jan-12,fd,1,87,Third,60,1.81,0.0,18.24,6.07,6.07,30.38,Third,3.0
495,259,1,M,5/75/20,SF09-048,HIGH,27-May-10,2013-02-23,fd,1,146,Third,5,2.29,0.0,1.92,28.8,7.68,38.41,Third,3.0
496,259,3,M,5/75/20,SF09-048,HIGH,27-May-10,2013-01-25,fd; midway taken,1,142,Third,5,2.29,0.0,1.92,28.8,7.68,38.41,Third,3.0
497,260,1,F,5/75/20,SF09-048,HIGH,27-May-10,18-Apr-12,fd,1,102,Third,5,1.83,0.0,1.53,22.91,6.11,30.55,Third,3.0
498,260,3,F,5/75/20,SF09-048,HIGH,27-May-10,2012-10-12,fd,1,127,Third,5,1.83,0.0,1.53,22.91,6.11,30.55,Third,3.0
499,261,1,M,5/20/75,SF09-051,HIGH,27-May-10,2012-12-27,fd; midway taken,1,138,Third,5,2.68,0.96,2.24,8.97,33.62,44.83,Third,3.0
500,261,3,M,5/20/75,SF09-051,HIGH,27-May-10,02-Oct-11,fd,1,73,Third,5,2.68,0.96,2.24,8.97,33.62,44.83,Third,3.0
501,262,1,F,5/20/75,SF09-051,HIGH,27-May-10,30-Aug-11,fd,1,69,Third,5,3.58,1.29,3.0,11.98,44.93,59.9,Third,3.0
502,262,3,F,5/20/75,SF09-051,HIGH,27-May-10,2012-12-27,fd; midway taken,1,138,Third,5,3.58,1.29,3.0,11.98,44.93,59.9,Third,3.0
503,263,1,M,33/47/20,SF09-054,HIGH,27-May-10,2012-12-27,fd; midway taken,1,138,Third,33,2.15,0.0,11.87,17.24,7.18,36.29,Third,3.0
504,263,3,M,33/47/20,SF09-054,HIGH,27-May-10,21-Jun-12,fd,1,111,Third,33,2.15,0.0,11.87,17.24,7.18,36.29,Third,3.0
505,264,1,F,33/47/20,SF09-054,HIGH,27-May-10,25-Nov-11,fd,1,81,Third,33,1.95,0.0,10.77,15.64,6.51,32.92,Third,3.0
506,264,3,F,33/47/20,SF09-054,HIGH,27-May-10,16-Jul-12,fd,1,115,Third,33,1.95,0.0,10.77,15.64,6.51,32.92,Third,3.0
507,265,1,M,33/20/47,SF09-057,HIGH,27-May-10,04-Jun-12,fd,1,109,Third,33,2.61,0.44,14.42,8.73,20.94,44.09,Third,3.0
508,265,3,M,33/20/47,SF09-057,HIGH,27-May-10,25-Jun-12,fd,1,112,Third,33,2.61,0.44,14.42,8.73,20.94,44.09,Third,3.0
509,266,1,F,33/20/47,SF09-057,HIGH,27-May-10,16-Apr-12,fd,1,102,Third,33,2.04,0.35,11.26,6.81,16.35,34.43,Third,3.0
510,266,3,F,33/20/47,SF09-057,HIGH,27-May-10,08-Aug-11,cann,1,66,Third,33,2.04,0.35,11.26,6.81,16.35,34.43,Third,3.0
511,267,1,M,5/48/48,SF09-060,HIGH,27-May-10,16-Jul-12,,1,115,Third,5,2.74,0.47,2.3,22.03,22.03,46.36,Third,3.0
512,267,3,M,5/48/48,SF09-060,HIGH,27-May-10,25-Nov-11,fd,1,81,Third,5,2.74,0.47,2.3,22.03,22.03,46.36,Third,3.0
513,268,1,F,5/48/48,SF09-060,HIGH,27-May-10,2012-12-22,fd,1,137,Third,5,2.79,0.47,2.34,22.44,22.44,47.23,Third,3.0
514,268,3,F,5/48/48,SF09-060,HIGH,27-May-10,2013-01-03,fd,1,139,Third,5,2.79,0.47,2.34,22.44,22.44,47.23,Third,3.0
515,269,1,M,14/29/57,SF09-063,HIGH,27-May-10,2012-01-11,fd,1,88,Third,14,3.58,0.86,8.4,17.38,34.16,59.94,Third,3.0
516,269,3,M,14/29/57,SF09-063,HIGH,27-May-10,2012-07-19,fd,1,115,Third,14,3.58,0.86,8.4,17.38,34.16,59.94,Third,3.0
517,270,1,F,14/29/57,SF09-063,HIGH,27-May-10,2012-07-18,fd,1,115,Third,14,2.47,0.59,5.79,11.97,23.53,41.3,Third,3.0
518,270,3,F,14/29/57,SF09-063,HIGH,27-May-10,10-Oct-11,fd,1,75,Third,14,2.47,0.59,5.79,11.97,23.53,41.3,Third,3.0
519,271,1,M,14/57/29,SF09-066,HIGH,27-May-10,2013-01-03,fd,1,139,Third,14,2.53,0.13,5.95,24.17,12.3,42.41,Third,3.0
520,271,3,M,14/57/29,SF09-066,HIGH,27-May-10,2012-07-18,fd,1,115,Third,14,2.53,0.13,5.95,24.17,12.3,42.41,Third,3.0
521,272,1,F,14/57/29,SF09-066,HIGH,27-May-10,24-Dec-11,fd,1,85,Third,14,2.21,0.11,5.19,21.09,10.73,37.01,Third,3.0
522,272,3,F,14/57/29,SF09-066,HIGH,27-May-10,25-Jun-12,fd,1,112,Third,14,2.21,0.11,5.19,21.09,10.73,37.01,Third,3.0
523,273,1,M,42/29/29,SF09-069,HIGH,27-May-10,2012-11-05,fd,1,131,Third,42,2.11,0.11,14.85,10.23,10.23,35.31,Third,3.0
524,273,3,M,42/29/29,SF09-069,HIGH,27-May-10,2013-01-07,fd,1,140,Third,42,2.11,0.11,14.85,10.23,10.23,35.31,Third,3.0
525,274,1,F,42/29/29,SF09-069,HIGH,27-May-10,2012-10-29,fd,1,130,Third,42,1.89,0.09,13.28,9.15,9.15,31.59,Third,3.0
526,274,3,F,42/29/29,SF09-069,HIGH,27-May-10,20-Feb-12,fd,1,94,Third,42,1.89,0.09,13.28,9.15,9.15,31.59,Third,3.0
527,275,1,M,23/38/38,SF09-072,HIGH,04-Jun-10,2012-10-22,fd,1,127,Third,23,,,,,,,,
528,275,2,M,23/38/38,SF09-072,HIGH,04-Jun-10,2012-10-22,fd,1,127,Third,23,,,,,,,,
529,275,3,M,23/38/38,SF09-072,HIGH,04-Jun-10,13-May-11,fd,1,52,Third,23,,,,,,,,
530,276,1,F,23/38/38,SF09-072,HIGH,27-May-10,21-May-12,fd,1,107,Third,23,2.17,0.26,8.37,13.81,13.81,35.98,Third,3.0
531,276,3,F,23/38/38,SF09-072,HIGH,27-May-10,2012-07-19,fd,1,115,Third,23,2.17,0.26,8.37,13.81,13.81,35.98,Third,3.0
